Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
357448;5,6902E+13;AMA ASSISTÊNCIA MÉDICA LTDA;AMA;Medicina de Grupo;AV. DEPUTADO CUNHA BUENO;386;CONJ. 12;CENTRO;Poá;SP;8561310;11;46527500;46527518;ama@ama.com.br;VALÉRIO LUIS MATOS SILVEIRA MARTINS;SÓCIO GERENTE;5;21/12/1998
376248;9,37991E+11;AMA-ASSISTENCIA MÉDICA ALTERNATIVA LTDA;AMA;Medicina de Grupo;RUA RANGEL PESTANA;165;;BANGU;Rio de Janeiro;RJ;21820040;21;3323301;3323301;airtonmontenegro@yahoo.com;HAROLDO VASCONCELOS DE AGUIAR;SÓCIO;;29/12/1998
311545;2,8339E+12;AMAD - ASSISTENCIA MÉDICA AMBULATORIAL E DOMICILIAR LTDA.;AMAD;Medicina de Grupo;RUA ALEXANDRE SCHLEMM;816;;ANITA GARIBALDI;Joinville;SC;89202180;47;4330445;4333313;amad_sidom@hotmail.com;SANDRO ROBERTO MOSER;SÓCIO;;28/12/1998
31102;3,63997E+13;AMANCIO SERVIÇOS POSTUMOS LTDA;PAZ ETERNA;Medicina de Grupo;RUA 13 DE MAIO;3º;TERREO;PARQUE MOSCOSO;Vitória;ES;29020100;27;2232473;3224096;herpio@tropical.com.br;;;;22/01/1999
413593;1,1741E+12;AMARAL & RAYMUNDINI LTDA.;ALFADENTE ODONTOLOGIA INTEGRAL;Odontologia de Grupo;RUA CAPITÃO FLEMING;476;;VILA NOVA;Itu;SP;13300000;11;40227060;40132003;alfadente@thewaynet.com.br;MILTON RAYMUNDINI FILHO;DIRETOR;6;19/04/2001
416894;2,34147E+12;AMAZONAS DISTRIBUIDORA DE ENERGIA S/A;AMAZONAS ENERGIA;Autogestão;AVENIDA SETE DE SETEMBRO;2414;;CACHOEIRINHA;Manaus;AM;69005140;92;36211133;36211133;scheila.hortmann@amazonasenergia.com;SCHEILA APARECIDA HORTMANN;GER. DEPART. DE GESTÃO DE PESS;;02/03/2009
411485;3,01279E+12;AMB SAÚDE LTDA - ME;UNI DENT;Odontologia de Grupo;AV GOVERNADOR CARLOS DE LIMA CAVALCANTI;280;;BUTRINS;Olinda;PE;53030260;81;30818181;32211883;brunoarnaud79@yahoo.com.br;BRUNO DE ANDRADE ARNAUD;SOCIO ADMINISTRADOR;6;13/06/2000
401978;7,74317E+11;AME - ASSISTÊNCIA MÉDICA EVANGÉLICA LTDA.;AME SAUDE;Medicina de Grupo;AV CONEGO VASCONCELOS;263;SALA 223;BANGU;Rio de Janeiro;RJ;21810011;21;33327085;33327085;empresaame@ig.com.br;JOAO LUIZ DE ALMEIDA;ADMINISTRADOR;4;11/03/1999
401196;1,0321E+12;AME PLANOS DE SAÚDE LTDA;AME PLANOS DE SAÚDE;Medicina de Grupo;RUA P - 16;690;QD. P-61 LT. 3, 4 E 16 DA RUA P12;SETOR DOS FUNCIONARIOS;Goiânia;GO;74543020;85;32559189;;ans.ndi@hapvida.com.br;LUIZ CELSO DIAS LOPES;REPRESENTANTE DA PESSOA JURÍDICA JUNTO A;6;26/02/1999
409472;3,27338E+12;AMEDENT SERVIÇOS ODONTOLÓGICOS LTDA;AMEDENT;Odontologia de Grupo;ESTRADA DO GALEÃO;2751;S/303;ILHA DO GOVERNADOR;Rio de Janeiro;RJ;21931002;21;3932611;;mimilia@ax.apc.org;MARIA EMÍLIA PEREIRA NOVOTNY;SÓCIA GERENTE;;29/10/1999
400696;6,27074E+13;AMENO SERVIÇO OPERACIONAL DE SAÚDE S/C LTDA.;;Medicina de Grupo;AVENIDA POMPÉIA;718;;VILA POMPÉIA;São Paulo;SP;5022000;11;5152;2630606;;JAN MACARIOS;SÓCIO;;19/02/1999
407208;3,24095E+12;AMERICAN CARE SISTEMA DE SAÚDE S/C LTDA;AMERICAN CARE;Medicina de Grupo;AV. PRES. JUSCELINO K. DE OLIVEIRA ;126;;CENTRO;Juquitiba;SP;6950000;1;131701862;131701889;;JOAMEL BRUNO DE MELLO;SOCIO GERENTE;4;12/08/1999
8737;3,3041E+13;AMERICAN HOME DO BRASIL S.A;;Seguradora;AV ALMIRANTE BARROSO;52;14O. ANDAR;CENTRO;Rio de Janeiro;RJ;20031000;21;2122662;;;;;;16/12/1998
5819;6,78654E+13;AMERICAN LIFE COMPANHIA DE SEGUROS;;Seguradora;RUA MINAS GERAIS;209;;CONSOLAÇÃO;São Paulo;SP;1244011;11;2580022;;;NANCIR DA CUNHA MARQUES;DIRETORA VICE-PRESIDENTE;;16/12/1998
375268;6,07232E+13;AMERICLÍNICAS ASSISTÊNCIA MÉDICA HOSPITALAR LTDA.;SAMAM;Medicina de Grupo;RUA JOAQUIM DE  OLIVEIRA;699;;CENTRO;Santa Bárbara d'Oeste;SP;13450038;19;34710288;34710288;diretoria@hospitalsamam.com.br;ARLEY GELMINI;SOCIO GERENTE;5;28/12/1998
327107;2,75689E+12;AMESP SISTEMA DE SAÚDE LTDA;AMESP;Medicina de Grupo;RUA DOUTOR GERALDO CAMPOS MOREIRA;240;4° ANDAR / SALA 5;CIDADE MONÇÕES;São Paulo;SP;4571020;21;38051088;;representanteans@amil.com.br;ALEXANDRE GINO CAMARGO ZORNIG;REPRESENTANTE;4;21/12/1998
409782;6,01239E+13;AMESSUL - ASSISTÊNCIA MÉDICA SUL PAULISTA S/C LTDA.;AMESSUL;Medicina de Grupo;Rua Olívia Marques;201;;CENTRO;Itapeva;SP;18400100;15;5213193;5223511;amessul@ig.com.br;MARIA TEREZA MARTINS DOS SANTOS;DIRETÓRA TÉCNICA;;10/11/1999
412431;3,53893E+12;AMESUL ASSISTENCIA MEDICA ESPECIALIZADA DO SUL LTDA;AMESUL ASSISTENCIA MEDICA ESPECIALIZADA;Medicina de Grupo;PCA JERONIMO MONTEIRO;2;GRUPO 301;CENTRO;Cachoeiro de Itapemirim;ES;29300300;27;5226942;5217481;amesul@dci.org.br;LUIZ CARLOS VIEIRA ROSA;DIRETOR PRESIDENTE;;03/10/2000
421316;2,91749E+13;AMHE MED ASSISTENCIA A SAUDE LTDA-EPP;;Medicina de Grupo;Rua São Bento;71;1º andar, sala 06;Centro;Sorocaba;SP;18010030;15;30351030;;marcio@alvescorretora.com;MARCIO ALVES;Representante Perante ANS;;28/06/2018
333221;7,42152E+13;AMHPLA COOPERATIVA DE ASSISTENCIA MEDICA;AMHPLA;Cooperativa Médica;AV. INDEPENDENCIA;3187;;DOS ALEMAES;Piracicaba;SP;13416240;19;34178888;34178897;diretoria@amhpla.com.br;PAULO SEBASTIÃO QUAIOTTI RIBEIRO;PRESIDENTE;5;18/12/1998
379573;5,48326E+13;AMHPLA PARTICIPACOES S/C LTDA;;Medicina de Grupo;RUA SAO JOSE;407;;CENTRO;Piracicaba;SP;13400330;19;4221122;4222810;amhpla@merconet.com.br;GILBERTO HENRIQUES NETTO;GERENTE;;24/12/1998
306622;5,1723E+13;AMICO SAÚDE LTDA;DIX SAUDE;Medicina de Grupo;RUA AZEVEDO MACEDO;132;;VILA MARIANA;São Paulo;SP;4013060;21;38054491;38051088;representanteans@amil.com.br;ALEXANDRE GINO CAMARGO ZORNIG;REPRESENTANTE LEGAL;3;23/12/1998
412384;3,99113E+12;AMIL PLANOS POR ADMINISTRAÇÃO LTDA;AMIL PLANOS;Medicina de Grupo;RUA CONDE DE PORTO ALEGRE;119;SALAS 605, 606 E 607, (PARTE);25 DE AGOSTO;Duque de Caxias;RJ;25070350;21;38054491;38051088;representanteans@amil.com.br;ALEXANDRE GINO CAMARGO ZORNIG;REPRESENTANTE LEGAL;3;29/09/2000
302872;4,33586E+13;AMIL SAÚDE LTDA.;AMIL SAÚDE;Medicina de Grupo;RUA DR. GERALDO CAMPOS MOREIRA;240;4° ANDAR SALA 1;BROOKLIN NOVO;São Paulo;SP;4571020;21;38054491;38051088;representanteans@amil.com.br;ALEXANDRE GINO CAMARGO ZORNIG;REPRESENTANTE LEGAL;3;21/12/1998
5789;4,24619E+13;AMIL SEGURADORA S/A;;Seguradora;RUA TENENTE POSSOLO;33;3º ANDAR;BAIRRO DE FÁTIMA;Rio de Janeiro;RJ;20230160;21;5082406;5082400;amilseg@connection.com.br;ANTÔNIO JORGE GUALTER KROPF;DIRETOR SUPERINTENDENTE;;16/12/1998
402711;1,75141E+13;AMIPEME, ASSOCIAÇÃO MINEIRA DA MICRO PEQUENA E MÉDIA EMPRESA;AMIPEME;Autogestão;AV. BARBACENA;594;SALA 102;BARRO PRETO;Belo Horizonte;MG;30190130;31;2925207;2925207;amipeme@fiemg.com.br;ILDEU DE OLIVEIRA SANTOS;;;29/03/1999
30067;3,62506E+13;AMIS ASSOC. MÉDICA INTERN. DO SERVIDOR PUBLICO;AMIS;Medicina de Grupo;AV. PRESIDENTE VARGAS;509;19º ANDAR;CENTRO;Rio de Janeiro;RJ;20071003;21;2620105;5332652;amis@openlink.com.br;;;;29/12/1998
400246;7,0111E+13;AMISAUDE ASSISTENCIA MEDICA INTEGRAL DE SAUDE LTDA;AMI SAUDE;Medicina de Grupo;RUA DES. SOUTO MAIOR,;77;;CENTRO;João Pessoa;PB;58013190;83;2221215;2221215;amiclinicas@hotmail.com;REINALDO SEBADELHE DA SILVA;SOCIO GERENTE;5;09/02/1999
324949;6,52487E+13;AML- ASSISTENCIA MEDICA LEOPOLDINENSE LTDA.;AML - ASSISTÊNCIA MÉDICA LEOPOLDINENSE LTDA.;Medicina de Grupo;AVENIDA GETULIO VARGAS;276;;CENTRO;Leopoldina;MG;36700000;32;34414087;34411864;aml@cefetleo.com.br;ALEXANDRE MAGNO DIAS DE OLIVEIRA;TECNICO RESPONSAVEL;;06/01/1999
401242;9,56429E+13;AMOD MARINGÁ - SERVIÇOS DE CONVÊNIO ODONTOLÓGICO S/C LTDA.;ORALMED PLANOS ODONTOLÓGICOS;Odontologia de Grupo;AV. TIRADENTES;1430;SALA 3;CENTRO;Maringá;PR;87013260;44;2257270;2257270;coopersaude@hotmail.com;LUIZ CARLOS FRANCISCO;SOCIO GERENTE;;02/03/1999
420662;2,61435E+13;AMORIM ADMINISTRADORA DE BENEFÍCIOS;A4 ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios;RUA DO ROSÁRIO;1;SALA 401;CENTRO;Rio de Janeiro;RJ;20041003;21;988825467;;juridico@qvsaude.com.br;ELIZABETH DE BRITO LOPES;Diretora Presidente;3;13/12/2016
413755;4,38845E+12;AMP SAUDE LTDA;;Medicina de Grupo;RUA DR. URBANO FIGUEIRA;32;;CENTRO;Taubaté;SP;12020140;12;21239205;;administrativo@ampsaude.com.br;JOSE DOMINGOS ABREU DE ANDRADE;DIRETOR;5;28/05/2001
357871;6,60779E+13;AMPLIMED ASSISTENCIA MÉDICA S/C LTDA.;AMPLIMED ASSISTENCIA MÉDICA;Medicina de Grupo;RUA BARAO DE JUQUERI;85;;CENTRO;Bragança Paulista;SP;12900000;11;78434949;78442500;leopoldomoreira@uol.com.br;JOSE LEOPOLDO LIMA MOREIRA;SOCIO-DIRETOR;;31/12/1998
407666;1,8272E+13;AMS-ASSISTÊNCIA MÉDICA À SAÚDE S/C LTDA;;Medicina de Grupo;AV.SINFRÔNIO BROCHADO;479;;BARREIRO;Belo Horizonte;MG;30640000;31;3841067;;;CAETANO GONÇALVES MASCARENHAS;;;24/08/1999
404217;2,98062E+12;AMSCOM - CONSULTORIA EM SAÚDE LTDA.;AMS CONSULTORIA EM SAÚDE;Medicina de Grupo;R. TEIXEIRA DE FREITAS;478;SALA 810;SANTO ANTONIO;Belo Horizonte;MG;30350180;31;2965056;2963607;;ALÉXIA PALHANO MAZONI ANDRADE SALGADO;SOCIA;;14/05/1999
406660;8,72352E+13;ANDREAS STIHL MOTO SERRAS LTDA.;SAÚDE STIHL;Autogestão;AVENIDA SÃO BORJA;3000;;SÃO BORJA;São Leopoldo;RS;93032000;51;5884444;5798373;osmar@stihl.com.br;OSMAR HALMENSCHLAGER;;;28/07/1999
348091;2,02526E+12;ANESTESIOLOGIA CLINICA S/C LTDA;;Medicina de Grupo;RUA BARONESA DE ITÚ;610;CJ. 33;BAIRRO SANTA CECÍLIA;São Paulo;SP;1231000;11;36663751;36663751;email: anestcli@uol.com.br;MONETTI MARIA LOMBARDI;SÓCIO;;29/12/1998
322466;5,58042E+13;ANIMA ASSESSORIA DE SERVIÇOS MEDICOS SS LTDA;ANIMA ;Medicina de Grupo;RUA CARAÍBAS;510;APTO 182;PERDIZES;São Paulo;SP;5020000;11;38655270;8299000;sampsp@mandic.com.br;MAURICIO DE OLIVEIRA MENEZES;DIRETOR;;22/12/1998
39465;6,01848E+11;ANPARE CLINICA PEDIATRICA LTDA;MEMORIAL SAÚDE;Medicina de Grupo;RUA QUITO;88;;PENHA;Rio de Janeiro;RJ;21020330;21;5645968;5608518;urgebaby@com.br;PAULO ROBERTO DE QUEIROZ RAMOS;DIRETOR;;28/12/1998
414379;4,7411E+13;ANTHARES EMPREENDIMENTOS S/A ;;Odontologia de Grupo;PRAÇA RAMOS DE AZEVEDO;206;;CENTRO;São Paulo;SP;1037010;11;69794805;69794805;jcarlos108@hotmail.com;JOSÉ CARLOS SOUZA RODRIGUES;DIRETOR ADMINISTRATIVO;;18/09/2002
414042;3,55844E+12;AOF - ASSISTÊNCIA ODONTOLÓGICA FAMILIAR LTDA.;AOF - ASSISTÊNCIA ODONTOLÓGICA FAMILIAR LTDA.;Odontologia de Grupo;RUA CORONEL CARLOS BRANDAO;62;2 ANDAR;CENTRO;Ubá;MG;36500000;32;35311397;35313375;ORCOL@UAI.COM.BR;ADRIANO RODRIGUES VICENTE;SOCIO-GERENTE;;13/07/2001
417980;1,25479E+13;AON AFFINITY ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios;DOUTOR RUBENS GOMES BUENO;691;15º ANDAR - PARTE;VARZEA DE BAIXO;São Paulo;SP;4730903;11;47005033;34911102;br.juridico@aon.com.br;LEONARDO CARNEIRO MARTINS COELHO;DIRETOR ADJUNTO COMERCIAL;1;20/04/2011
304956;3,41822E+13;APAMESO ASSOCIAÇÃO PAN AMERICANA DE MEDICINA SOCIAL;WHITE CROSS;Medicina de Grupo;RUA MOURA BRITO;139;PARTE;TIJUCA;Rio de Janeiro;RJ;20520060;21;39788020;25697174;drarmandoamaral@csst.com.br;ARMANDO CARVALHO AMARAL;DIRETOR PRESIDENTE;4;29/01/1999
410063;1,36892E+12;APO - ADM.  DE PLANOS DE SAUDE E ODONTOLOGICOS;MARFIMDENT;Odontologia de Grupo;RUA MIGUEL CALMON;506;2º ANDAR - ED. OURO PRETO;COMÉRCIO;Salvador;BA;40015010;71;3272068;2435237;;UBIRAJARA SILVA MONTEIRO;DIRETOR ADMINISTRATIVO;;07/12/1999
411124;3,51284E+12;APO - ASSISTÊNCIA PERSONALIZADA ODONTOLÓGICA LTDA.;APO- ASSISTÊNCIA PERSONALIZADA ODONTOLÓGICA;Odontologia de Grupo;RUA QUINTINO BOCAIÚVA;3;;GONZAGA ;Santos;SP;11060230;13;21044040;21044030;apo@apoodonto.com.br;JORGE SAHADE NETO;SÓCIO ADMINISTRADOR;4;25/04/2000
336521;1,22108E+12;APPLES - ASSISTENCIA ODONTOLOGICA LTDA.;APPLES - ODONTOLOGIA;Odontologia de Grupo;SCS Q. 8 BL. B-60 - ED. VANANCIO 2000;;SALA 501;ASA SUL;Brasília;DF;70333900;61;3210824;3210824;apples@terra.com.br;ROMES ANICETO DE FREITAS;DIRETOR;3;21/12/1998
415341;6,57055E+13;APS CONSULTORIA E ADMINISTRAÇAO DE SERVIÇOS DE SAUDE LTDA;;Administradora;RUA VINTE E SEIS DE MARçO;26;SALA 03 - 1º ANDAR;CENTRO;Poá;SP;8550000;11;30481400;30481400;ANDREA.FELIPE@APS.SRV.BR;MAURICIO MASCI MITTEMPERGHER;SOCIO/DIRETOR;;26/10/2005
340880;2,43468E+12;AQUAFISIO CLINICA MEDICA LTDA;AQUAFISIO CLINICA MEDICA LTDA;Medicina de Grupo;RUA DUAS BARRAS;115;;PADRE MIGUEL;Rio de Janeiro;RJ;21775110;21;3366642;3366642;aquafisio@openlink.com.br;ADRIANA CHAVES D'ÁVILA;SÓCIA-GERENTE;;06/01/1999
372633;4,21575E+13;ARACRUZ CELULOSE S/A;ARACRUZ CELULOSE S/A;Autogestão;ROD. ARACRUZ;s/n;;BARRA DO RIACHO;Aracruz;ES;29197000;27;2702416;2702825;mediservice@mediservice.com.br;LUÍZ FERNANDO TORRES PINTO;XXXXXX;;28/12/1998
418056;1,23216E+13;ARAL ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios;LIBERO BADARÓ;293;10º ANDAR CONJUNTO C;CENTRO;São Paulo;SP;1009907;11;30276656;22447172;LUIZROBERTO@INDICOCONSULTORIA.COM.BR;LUIZ ROBERTO MESQUITA DE SALLES OLIVEIRA;SóCIO-DIRETOR;2;05/05/2011
355763;7,89057E+13;ARAUMED PRESTADORA DE SERVIÇOS MÉDICOS S/C LTDAI;ARAUMED;Medicina de Grupo;AV VICTOR FERREIRA DO AMARAL;665;;CENTRO;Araucária;PR;83702040;41;6423266;6423266;clinipam@terra.com.br;CADRI MASSUDA;SOCIO;;29/12/1998
407704;3,29857E+12;ARAÇA PLANOS DE SAÚDE LTDA.;ARAÇA CLÍNICAS SAÚDE;Medicina de Grupo;RUA CONSELHEIRO OSCAR RODRIGUES ALVES;2;1º ANDAR SALAS 03 E 04;CENTRO;Araçatuba;SP;16010330;18;21034500;;drevaldo@terra.com.br;EVALDO DE ARAÚJO SANCHEZ;ADMINISTRADOR;6;26/08/1999
400297;1,25904E+12;ARAÇAPLANO ASSISTÊNCIA DE SAÚDE S/C LTDA;ARAÇAPLANO ASSISTÊNCIA DE SAÚDE S/C LTDA;Odontologia de Grupo;RUA DOS FUNDADORES;167;;SANTANA;Araçatuba;SP;16055000;18;36235610;36234992;atecnica@folhanet.com.br;ALCIDES BATISTA RODRIGUES;SOCIO;1;09/02/1999
415677;4,14388E+12;ARCADA ASSISTÊNCIA ODONTOLÓGICA LTDA.;ARCADA;Odontologia de Grupo;ALMIRANTE BARROSO ;411;;CENTRO;João Pessoa;PB;58013020;83;32417717;32423524;arcadaodonto@hotmail.com;FRANKLYN JOSÉ DE HOLANDA MARQUES;SÓCIO-GERENTE;6;02/06/2006
342637;2,7252E+13;ARCELORMITTAL TUBARÃO COMERCIAL S.A;ARCELORMITTAL TUBARÃO COMERCIAL S.A;Autogestão;ESTR.DO COMPLEXO SIDERÚRGICO DE TUBARÃO;6100;;PARQUE INDUSTRIAL;Vitória;ES;29163970;;;;;NAILSON ROVETA;;;29/12/1998
406929;8,69863E+13;AROS - CONSULTORIA E PARTICIPAÇÃO LTDA;;Medicina de Grupo;AV. PRESIDENTE VARGAS;418;12º ANDAR;CENTRO;Rio de Janeiro;RJ;20086900;21;25079696;25073320;;CARLOS EDUARDO MARTINEZ GIL;DIRETOR;;04/08/1999
417777;1,23631E+13;ASBEN ADMINISTRADORA DE BENEFÍCIOS - EIRELI;;Administradora de Benefícios;RUA LUIS CARLOS PRESTES;180;3º ANDAR;BARRA DA TIJUCA;Rio de Janeiro;RJ;22775055;21;35535880;;diretoria@asben.com.br;MARCELO LIMA DOS SANTOS;ADMINISTRADOR;3;20/12/2010
405621;3,36526E+13;ASCB - ASSOCIAÇÀO DOS SERVIDORES CIVIS DO BRASIL;ASCB;Autogestão;RUA  DA CONCORDIA;8;;DIAMANTE;São Luís;MA;65021200;98;32320334;32320334;dacio@elo.com.br;ILMAR POLARY PEREIRA;;;01/07/1999
378861;3,28348E+13;ASFISE SAÚDE SERVIÇO DE ASSISTÊNCIA MÉDICO HOSPITALAR;ASFISE-SAÚDE;Autogestão;RUA JORNALISTA JOAO BATISTA DE SANTANA;1914;;COROA DO MEIO;Aracaju;SE;19035000;79;2553537;2553525;asfise@infonet.com.br;JOSE MARCIO SANTA ROSA;PRESIDENTE;;29/12/1998
409006;2,20452E+12;ASG ODONTOLOGIA SISTEMA DE PREVENCAO ORAL LTDA;ASG ODONTOLOGIA SISTEMA DE PREVENCAO ORAL LTDA;Odontologia de Grupo;RUA DOS RADIALISTAS;11;;PITUBA;Salvador;BA;41810650;;713510771;;asg@e-net.com.br;ANDRE FLORENCE GASPARIAN;SOCIO GERENTE;;20/10/1999
411264;3,71604E+12;ASL - ASSISTÊNCIA À SAÚDE LTDA;ASL;Medicina de Grupo;AV. PRUDENTE DE MORAIS;870;;TIROL;Natal;RN;59020510;21;38054491;38051088;representanteans@amil.com.br;ALEXANDRE GINO CAMARGO ZORNIG;REPRESENTANTE LEGAL;3;09/05/2000
415979;2,30616E+12;ASMED - ADMINISTRAÇÃO DE SERVIÇOS MÉDICOS LTDA;ASMED SAUDE LTDA;Administradora;RUA JARDIM BOTâNICO;700;SALA 503;JARDIM BOTâNICO;Rio de Janeiro;RJ;22461000;21;22427430;;ASMED@IG.COM.BR;AFONSO JORGE FRANÇA;ADMINISTRADOR;;03/04/2007
409618;2,1609E+12;ASMED - ASSOCIAÇÃO MÉDICA DO ENGENHO DE DENTRO LTDA.;;Medicina de Grupo;RUA ADOLFO BERGAMINI;55;SOBRADO;ENGENHO DE DENTRO;Rio de Janeiro;RJ;20730000;21;25962800;;;FERNANDA SANT'ANNA MACIEL;SÓCIA;;04/11/1999
330299;8,79941E+13;ASPECIR ASSINTENCIA MÉDICA LTDA;ASPECIR SAÚDE;Medicina de Grupo;PRAÇA OTAVIO ROCHA;65;CONJ.20;CENTRO;Porto Alegre;RS;90020140;51;2281999;2281121;popo@ez-poa.com.br;;;;18/12/1998
377228;2,90902E+12;ASPEMG SAUDE;ASPEMG SAUDE;Autogestão;RUA SAO PAULO;656;SALA D-37;CENTRO;Belo Horizonte;MG;30170903;31;32737313;32737313;aspemg@terra.com.br;PATRICIA FERREIRA FAM TOLENTINO;PRESIDENTE;3;28/12/1998
311162;3,9352E+13;ASS.DOS PART.DA FUND. ESCELSA DE SEGURIDADE SOCIAL - APAFES;APAFES - SAUDE;Autogestão;RUA ALBERTO DE OLIVEIRA SANTOS;40;SALA 15 - ED. PRESIDENTE KENNEDY;CENTRO;Vitória;ES;29010250;27;32220845;32220845;apafes@uol.com.br;OLAVO PEREIRA ARAGÃO;CONSELHEIRO FISCAL;;28/12/1998
335126;6,36441E+13;ASSESSORIA EM MEDICINA E ENGENHARIA DO TRABALHO LTDA.;ASSESMET;Medicina de Grupo;AV. EDUARDO RIBEIRO;520;SALA 106 - 1O. ANDAR;CENTRO;Manaus;AM;69010001;92;2346788;2333914;cintia@manaus.br;ONÉSIO MATHEUS ;SÓCIO;;24/12/1998
417963;1,05302E+13;ASSIM DENTSIM LTDA;ASSIM;Odontologia de Grupo;RUA DA LAPA;40;702;CENTRO;Rio de Janeiro;RJ;20021180;21;21029786;;;DOUGLAS DA SILVA TRINDADE;SUPERINTENDENTE GERAL;3;05/04/2011
411710;3,51461E+12;ASSISMED - ASSISTÊNCIA E SAÚDE;ASSISMED;Medicina de Grupo;RUA DOS ANDRADAS;860;CONJ 301;CENTRO;Porto Alegre;RS;90020006;51;32212634;32214176;assismed@pop.com.br;CLAUDIA FATIMA DE OLIVEIRA;REPRESENTANTE;4;18/07/2000
310301;5,97363E+11;ASSISTANCE - ADMINISTRADORA DE BENEFÍCIOS S/S LTDA;ASSISTANCE - ADMINISTRADORA DE BENEFICIOS S/S LTDA;Administradora de Benefícios;RUA BUENOS AIRES;441;3.º ANDAR;BATEL;Curitiba;PR;80250070;41;32331943;32331943;informatica@assistancesaude.com.br;RICARDO EUGÊNIO ROMERO GODOY;SOCIO ADMINISTRADOR;4;20/01/1999
323811;5,15028E+13;ASSISTENCIA MEDICO HOSPITALAR SAO LUCAS S/A;SAUDE SAO LUCAS;Medicina de Grupo;RUA PEDRO DE TOLEDO ;265;;CENTRO;Lins;SP;16400105;85;32559189;;cians@hapvida.com.br;LUIZ CELSO DIAS LOPES;VICE-PRESIDENTE TÉCNICO REGULATÓRIO;5;17/12/1998
300055;6,11179E+11;ASSISTENCIAL MASTER LTDA;SAÚDE LAR;Medicina de Grupo;AV. DO CONTORNO;5491; CONJ. 303;CRUZEIRO;Belo Horizonte;MG;30110100;31;2826322;2826338;;BERNADETE FONTANA MOREIRA;SÓCIO;;19/01/1999
410314;4,12244E+13;ASSISTÊNCIA DE SAÚDE DOS SERVIDORES CIVIS PB LTDA;;Autogestão;R.FRANCISCA MOURA;134;;CENTRO;João Pessoa;PB;58013440;83;2212070;2212070;ascbjp@zaz.com.br;ANTONIO BARROSO PONTES;DIRETOR;;17/12/1999
401757;1,05584E+12;ASSISTÊNCIA MÉDICA ALTO TIETÊ LTDA;TOTAL DOOR;Odontologia de Grupo;RUA FELÍCIO DE CAMARGO;461;4° ANDAR;CENTRO;Suzano;SP;8674030;;;;sandra.poador@hotmail.com;ZAHRAA ALI CHEHADE;SÓCIA ADMINISTRADORA;5;11/03/1999
301973;7,37397E+13;ASSISTÊNCIA MÉDICA INTEGRADA DE GOIÁS S/C;AMIGO;Medicina de Grupo;Rua Eino Metsavaht;18;;CENTRO;Catalão;GO;75701320;64;4112410;4112410;amigo@innet.psi.br;WILLIAM SAFATLE;DIRETOR;;05/01/1999
304662;5,26396E+13;ASSISTÊNCIA MÉDICA SÃO PAULO S/A;BLUE LIFE;Medicina de Grupo;RUA COLOMBIA;332;;JARDIM AMERICA;São Paulo;SP;1438000;21;38054491;38051088;representanteans@amil.com.br;ALEXANDRE GINO CAMARGO ZORNIG;REPRESENTANTE LEGAL;4;17/12/1998
325767;1,73828E+11;ASSISTÊNCIA MÉDICA SÃO PAULO-SUL S/C LTDA.;BLUE LIFE;Medicina de Grupo;RUA SETE DE SETEMBRO;745;9 E 10 ANDAR;CENTRO;Porto Alegre;RS;90010190;51;30298000;30298000;diretoria@bluelifesul.com.br;LUIZ FERNANDO SCHRAMM PEREIRA;DIRETOR PRESIDENTE;4;17/12/1998
415847;5,35126E+12;ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA.;UNIPLAM;Medicina de Grupo;AV. UNIVERSITÁRIA;750;EDIF DIAMON CENTER - SALA 1915;FÁTIMA;Teresina;PI;64049494;86;31316131;31316128;ney@uniplam.com.br;ENÃ ANDRADE MASCARENHA;ADMINISTRADORA;5;30/11/2006
412546;3,16188E+12;ASSISTÊNCIA ODONTOLÓGICA PERFIL S/C LTDA.;PERFIL ODONTO;Odontologia de Grupo;RUA 14;1492;;CLARET;Rio Claro;SP;13500270;19;5349765;5349765;perfil_odonto@bol.com.br;PAULO FERNANDO DE FREITAS LUCARELLI;CIRURGIÃO DENTISTA RESPONSÁVEL;;25/10/2000
345202;1,00451E+11;ASSOC. BENEFICENTE DE AUX. MUTUO SERV. PUBLICO;ABAMSP;Autogestão;RUA ESPÍRITO SANTO;1204;SALA 1306;CENTRO;Belo Horizonte;MG;30160031;31;2225530;2243184;abamsp@uai.com.br;IRENE DE OLIVEIRA COSTA;PRESIDENTE;;06/01/1999
316253;2,17278E+13;ASSOC. BENEFICENTE DOS EMPREGADOS DA SAMARCO;ABES;Autogestão;RUA HENRIQUE COUTINHO;S/N;ED.TURMALINA;CENTRO;Guarapari;ES;29200000;27;2916;2612699;crenilda@samarco.com.br;JOSÉ LUIZ FEDERICI;DIRETOR DE SERVIÇOS MEDICOS/OD;;23/12/1998
